SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-upper|r082|sorry,kepu_start3,3年级上,3,上,82,sorry,sorry,[ˈsɒri],[ˈsɑːri],"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r083|yellow,kepu_start3,3年级上,3,上,83,yellow,yellow,[ˈjeləʊ],[ˈjeloʊ],n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,科普版三年级起点三年级上.xlsx
kepu_start3|g3-lower|r002|again,kepu_start3,3年级下,3,下,2,again,again,[əˈɡen],[əˈɡen; əˈɡeɪn],"adv. 又,此外;再一次;再说;增加 n. (英、保)阿盖恩",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r003|me,kepu_start3,3年级下,3,下,3,me,me,[mi; miː],[mi; miː],pron. 我(宾格) n. 自我;极端自私的人;自我的一部分,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r004|bad,kepu_start3,3年级下,3,下,4,bad,bad,[bæd],[bæd],"n. 坏事;坏人 adj. 坏的;严重的;劣质的 adv. 很,非常;坏地;邪恶地",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r005|english,kepu_start3,3年级下,3,下,5,English,english,[ˈɪŋɡlɪʃ],[ˈɪŋɡlɪʃ],n. 英语;英国人;英文;英格兰人 adj. 英国人的;英国的;英文的 vt. 把...译成英语,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r006|help,kepu_start3,3年级下,3,下,6,help,help,[help],[help],n. 帮助;补救办法;帮忙者;有益的东西 vt. 帮助;促进;治疗;补救 vi. 帮助;有用;招待,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r007|glad,kepu_start3,3年级下,3,下,7,glad,glad,[ɡlæd],[ɡlæd],adj. 高兴的;乐意的;令人高兴的;灿烂美丽的 vt. 使高兴,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r008|be good at,kepu_start3,3年级下,3,下,8,be good at,be good at,,,v. 善于,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r009|dress,kepu_start3,3年级下,3,下,9,dress,dress,[dres],[dres],n. 连衣裙;女装 vt. 给...穿衣 vi. 穿衣,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r010|but,kepu_start3,3年级下,3,下,10,but,but,[bət],[bət; bʌt],"conj. 但是;而是;然而 adv. 仅仅,只 prep. 除...以外",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r011|short,kepu_start3,3年级下,3,下,11,short,short,[ʃɔːt],[ʃɔːrt],"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r012|then,kepu_start3,3年级下,3,下,12,then,then,[ðen],[ðen],"conj. 然后,当时 n. 那时 adv. 然后;那么;于是;当时;此外",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r013|let,kepu_start3,3年级下,3,下,13,let,let,[let],[let],"vt. 允许,让;出租;假设;妨碍 vi. 出租;被承包 n. 障碍;出租屋",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r014|us,kepu_start3,3年级下,3,下,14,us,us,[əs; ʌs],[əs; ʌs],pron. 我们,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r015|make,kepu_start3,3年级下,3,下,15,make,make,[meɪk],[meɪk],"vt. 使得;进行;布置,准备,整理;制造;认为;获得;形成;安排;引起;构成 vi. 开始;前进;增大;被制造 n. 制造;构造;性情",科普版三年级起点三年级下.xlsx
